Handle,Title,Vendor,Product Category,Type,Tags,Description,Features,Specifications,Material,Color,Length,Width,Height,Variant SKU,Variant Price,Image Src,Variant Image,All URLs,SEO Title,SEO Description
artiss-room-divider-screen-privacy-dividers-pine-wood-stand-shoji-bamboo-black-white,Artiss Room Divider Screen Privacy Dividers Pine Wood Stand Shoji Bamboo Black White,Artiss,,Room Dividers,"Price Range_$101-$200, Type_Living Room Furniture",PRODUCT DESCRIPTION,"Because the entire screen is made up of six louver-style panels that are indistinguishable from each other, you can always see the front of it. | Privacy can be better protected by using wood rather than fabric. | Using pine wood, which is naturally moisture-absorbing, air-permeable, difficult to distort, and wear-resistant, this piece is painted with water-based acrylic paint. | Using water-based paint protects the environment while also improving aesthetics. | As a result of the twin two-way hinges on the Artiss Room Divider, the panels can be rotated 360 degrees in either direction as it's folding shoji screen. | To accommodate any room size, simply fold it up or down as needed, making it more convenient for daily usage. | Solid wood frame, Pinewood Screen: A screen made of non-woven cloth. | Per panel, the width is 43.5cm, its very much helpful for big rooms | Approximately 130.5cm x 178.5cm x 2cm overall dimensions | Measurements in total: 174cm x 178.5cm x 2cm overall","Solid wood frame, Pinewood Screen: A screen made of non-woven cloth. | Per panel, the width is 43.5cm, its very much helpful for big rooms | Approximately 130.5cm x 178.5cm x 2cm overall dimensions | Measurements in total: 174cm x 178.5cm x 2cm overall",Solid Wood | Acrylic | Fabric | Bamboo | Metal | Wood | Pine,Black | White | Pine,130.5,178.5,2,RD-5019-4P-BK,117.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/RD-5019-4P-BK-00.jpg?v=1756962987,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/1_4_db443045-09d1-4b19-8ca7-8f263232cc85.jpg?v=1756962988,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/RD-5019-4P-BK-00.jpg?v=1756962987 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/1_4_db443045-09d1-4b19-8ca7-8f263232cc85.jpg?v=1756962988,Try the amazing Artiss shoji screen room divider now!,"This Artiss pine room divider is made of original Pine Wood. The best & reliable choice for Privacy of your own.
"
artiss-chest-style-metal-bedside-table,Artiss Chest Style Metal Bedside Table,Artiss,,Home Furniture,"Brand_Artiss, Price Range_$101-$200, Type_Bedside Table",PRODUCT DESCRIPTION,"Artiss metal bedside table comes with great build quality, and its 3D veneer finish makes it even more beautiful near your bed | In this metal bedside table, an anti-rust coating has been used which protects its metal frame from rusting and corrosion and give long life to the metal table | Artiss metal bedside table has a drawer of dimensions of 35cm × 36.5× 6cm, in which you can store your belongings properly and the overall dimensions of the table are 48.5cm×55cm | The Artiss metal bedside table uses a flushed gap handle on the drawers to make it easy for opening drawers | It is super easy to clean as it has a smooth surface | 1 x Bedside Table | 1 x Assembly Manual",,Veneer | Metal,,,,,FURNI-G-IND-BSIDE-02-WD,61.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-IND-BSIDE-02-WD-00.jpg?v=1756962989,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-IND-BSIDE-02-WD-00.jpg?v=1756962989,Artiss Metal Bedside Table | Best Bedside Table Drawer for Sale,"EasyMart brings an elegant metal bedside table to help you manage essentials such as medicines, phones, important documents. Shop for bedside tables from our web store."
artiss-wooden-bedside-table,Artiss Wooden Bedside Table,Artiss,Uncategorized,Living Room Furniture,"Brand_Artiss, Price Range_$101-$200, Type_Side Tables",PRODUCT DESCRIPTION,"The Wooden Bedside Table from Artiss holds Scandinavian-inspired design | Dual-tone drawers in Wooden Bedside Table from Artiss give aesthetic pleasure. | Solid construction ensures sturdiness and withstands weight. | Wooden Bedside Table from Artiss with 15 mm thick board | Ample of storage to maximize the storing capacity | Sturdy rubberwood legs giving a beautiful, strong look | Anti-rust coated metal sliders, easy to open and close, guaranteeing no corrosion | Wooden Bedside Table from Artiss has a Reinforced base that is easy to clean | Wooden Bedside Table from Artiss needs assembly | best furniture brand in Australia Artiss manufactures Wooden Bedside Table from Artiss | The Frame is a 1.5cm Particle Board with veneer | This table's Drawer front is MDF with a painted finish | The back frame panel is of 3 mm MDF | Legs of the cheap wooden bedside table are of Rubberwood | The Overall dimension is 40 cm x 29.5 cm x 46.5 cm | The drawer dimensions are 34 cm x 27 cm x 5.5 cm | It is available in Wooden, white and grey | 1 x Artiss Bertha Bedside Table | 1 x Assembly Manual","best furniture brand in Australia Artiss manufactures Wooden Bedside Table from Artiss | The Frame is a 1.5cm Particle Board with veneer | This table's Drawer front is MDF with a painted finish | The back frame panel is of 3 mm MDF | Legs of the cheap wooden bedside table are of Rubberwood | The Overall dimension is 40 cm x 29.5 cm x 46.5 cm | The drawer dimensions are 34 cm x 27 cm x 5.5 cm | It is available in Wooden, white and grey",Particle Board | Wooden | Veneer | Metal | Wood | Mdf,White | Grey,40,29.5,46.5,FURNI-G-EXO-SIDE-01-WD,80.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-EXO-SIDE-01-WD-12995-00.jpg?v=1756962992,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-EXO-SIDE-01-WD-12995-00.jpg?v=1756962992,Artiss Wooden Bedside Table | Best Wooden Bedside Drawers for Sale,"Beautify your room or study space with an artiss wooden bedside table. To buy elegant & sturdy wooden bedside drawers, visit the EasyMart site to explore the vast range."
artiss-bedside-tables-big-storage-drawers-cabinet-nightstand-lamp-chest-white,Artiss Bedside Tables Big Storage Drawers Cabinet Nightstand Lamp Chest White,Artiss,,Home Furniture,"Brand_Artiss, Price Range_$101-$200, Type_Bedside Table",PRODUCT DESCRIPTION,"Exquisite handles with the Smooth drawer for added support | Sturdy legs for durability | Easy to clean, Assembly required kind of Tables Big Storage Drawer Bedside Cabinet | Material is E1 MDF board with painting | Overall dimensions is 48cm x 38cm x 53.5cm | Colour is White | Weight capacity: Top board is 30kg, drawer: 5kg | 1 x Gustav Bedside Cabinet | 1 x Assembly Manual","Material is E1 MDF board with painting | Overall dimensions is 48cm x 38cm x 53.5cm | Colour is White | Weight capacity: Top board is 30kg, drawer: 5kg",Metal | Mdf,White,48,38,53.5,FURNI-G-SCAN02-BS-WH,75.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-SCAN02-BS-WH-00.jpg?v=1756962993,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-SCAN02-BS-WH-00.jpg?v=1756962993,Artiss Storage Drawers Cabinet | Best Bedside Storage Cabinet in Australia,Looking for a perfect bedside storage cabinet? Visit the EasyMart website to explore our vast range & find the best storage drawers cabinet for your living room & bedroom.
artiss-4-panel-room-divider-screen-privacy-rattan-timber-foldable-dividers-stand-hand-woven,Artiss 4 Panel Room Divider Screen Privacy Rattan Timber Foldable Dividers Stand Hand Woven,Artiss,,Room Dividers,"Brand_Artiss, Price Range_$101-$200, Type_Dining Room Furniture",PRODUCT DESCRIPTION,"Solid New Zealand pine wood construction | Hand-woven Rattan | Eco-friendly and non-toxic | Resistant to cracks, water and corrosion | Non-fade, water-resistant and breathable | Foldable panels | Flexible and moveable | Durable and longlasting | Two-way metal hinges | Lightweight | Easy to clean | Frame: New Zealand pine wood | Screen: Hand-woven rattan | Finish: Water-based paint | Width per panel: 40cm | Overall dimensions: 163cm (W) x 2cm (D) x 170cm (H) | Colour: Wooden, Natural (As shown in picture) | 1 x Artiss Room Divider | 1 x Manual","Frame: New Zealand pine wood | Screen: Hand-woven rattan | Finish: Water-based paint | Width per panel: 40cm | Overall dimensions: 163cm (W) x 2cm (D) x 170cm (H) | Colour: Wooden, Natural (As shown in picture)",Wooden | Rattan | Metal | Wood | Pine,Natural | Pine,,,,RD-C-8001-4P-NT,75.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/RD-C-8001-4P-NT-00.jpg?v=1756962994,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/RD-C-8001-4P-NT-00.jpg?v=1756962994,,
bedside-table-coffee-side-cabinet-drawer-wooden-white,Bedside Table Coffee Side Cabinet Drawer Wooden White,Artiss,,Home Furniture,"Brand_Artiss, Price Range_$101-$200, Type_Bedside Table",PRODUCT DESCRIPTION,classic Rustic design of Coffee Side Bedside Table | Solid Paulownia wood construction for durability | MDF tabletop for strength | Generous drawer for support | Bottom display shelf for added functionality | Moisture-resistant Coffee Side Bedside Table | Easy assembly Coffee Side Bedside Table | Material is MDF and Paulownia Wood | Overall dimensions is 40cm x 30cm x 54cm | Drawer size is 30cm x 23.5cm x12.5 cm | Colour is White | 1 x Bedside Table,Material is MDF and Paulownia Wood | Overall dimensions is 40cm x 30cm x 54cm | Drawer size is 30cm x 23.5cm x12.5 cm | Colour is White,Wooden | Wood | Mdf,White | Natural | Rustic,40,30,54,DRESS-TAB-BS-1D,79.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/DRESS-TAB-BS-1D-00.jpg?v=1756962995,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/DRESS-TAB-BS-1D-00.jpg?v=1756962995,Stylish White Wooden Bed Side Table | Best Bedside Coffee Table,Add a beguiling style statement to your home with a white wooden bedside table. Shop this retro-motivated bedside coffee table from the EasyMart website. Visit to explore options.
artiss-bedside-tables-drawers-side-table-nightstand-lamp-side-storage-cabinet,Artiss Bedside Tables Drawers Side Table Nightstand Lamp Side Storage Cabinet,Artiss,,Home Furniture,"Brand_Artiss, Price Range_$1-$100, Type_Bedside Table",PRODUCT DESCRIPTION,"Scandinavian-inspired Drawers Side Table Bedside Tables Nightstand Lamp Side Storage Cabinet by Artiss with Two-tone design | 15mm thick board for durability | Two drawers for extra space | PVC coating Solid wood legs | Reinforced structure | No corrosion due to Anti-rust coated metal slides | Classic knob handles for extra functionality | Easy to clean, Easy assembly unit | Brand is Artiss | Material is Particleboard | Thickness is 15/12mm | Finish is Paper | Legs are of Solid wood with PVC coating | Overall dimensions is 48cm x 30cm x 53cm | The Colour is Black and white | 1 x Artiss Bedside table | 1 x Assembly Manual",Brand is Artiss | Material is Particleboard | Thickness is 15/12mm | Finish is Paper | Legs are of Solid wood with PVC coating | Overall dimensions is 48cm x 30cm x 53cm | The Colour is Black and white,Solid Wood | Metal | Wood,Black | White,48,30,53,FURNI-E-SCAN-BS03-WHBK,48.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-E-SCAN-BS03-WHBK-00.jpg?v=1756963000,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-E-SCAN-BS03-WHBK-00.jpg?v=1756963000,2 Drawer Side Table by Artiss | Best Side Storage Cabinet for Sale,"Add a stylish appeal to your home with Artiss 2 drawer side table. Shop a suitable side storage cabinet from our web store & beautify your room, study space, or living room."
artiss-bedside-table-drawer-nightstand-shelf-cabinet-storage-lamp-side-wooden,Artiss Bedside Table Drawer Nightstand Shelf Cabinet Storage Lamp Side Wooden,Artiss,,Home Furniture,"Brand_Artiss, Price Range_$1-$100, Type_Bedside Table",PRODUCT DESCRIPTION,"Mainboard of 15mm thick | Spacious drawer and shelf for extra storage | Splayed legs for added support | No corrosion due to Anti-rust coated runners | Air gap handle for the better breathability | Easy to clean, Assembly required unit | Material: Particle Board with paper | Thickness: 15mm | Overall dimensions: 50cm x 39.5cm x 46.5cm | Colour: White and wood | 1 x Iker bedside table | 1 x Assembly Manual",Material: Particle Board with paper | Thickness: 15mm | Overall dimensions: 50cm x 39.5cm x 46.5cm | Colour: White and wood,Particle Board | Wooden | Wood,White,50,39.5,46.5,FURNI-E-ARD-WH,43.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-E-ARD-WH-00.jpg?v=1756963002,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-E-ARD-WH-00.jpg?v=1756963002,Artiss Bedside Table Drawer | Best Bedside Tables with Storage for Sale,We bring a two-tone bedside table to add an enduring allure to your bedroom. Shop a suitable bedside table drawer with storage from our web store. Visit our site today to buy.
artiss-bedside-table-drawer,Artiss Bedside Table Drawer,Artiss,Uncategorized,Home Furniture,"Brand_Artiss, Color_Black, Color_White, Price Range_$1-$100, Type_Bedside Table",PRODUCT DESCRIPTION,The solid construction of the Bedside Table Drawer ensures no degraded quality | 15mm thick board of bedside table drawer for sturdiness | Shelves and drawers for extra space | Safe around corners for no hurting | Racking unit Metal sliders that are Anti-rust coated for no corrosion | Flushed gap handle for the added support | Easy to clean unit | Material is Low-Density Fiber (LDF) board | The overall dimension of the bedside table cabinet is 37 x 34 x 45cm | Drawer dimension is 28 x 29 x 8cm | Middle shelve dimension is 32.5 x 34 x 15cm | Top shelve dimension is 32.5 x 34 x 8cm | Colour is White and Black | 1 x Bedside Table | 1 x Assembly Manual,Material is Low-Density Fiber (LDF) board | The overall dimension of the bedside table cabinet is 37 x 34 x 45cm | Drawer dimension is 28 x 29 x 8cm | Middle shelve dimension is 32.5 x 34 x 15cm | Top shelve dimension is 32.5 x 34 x 8cm | Colour is White and Black,Metal,Black | White,37,34,45,FURNI-C-BS-TOGO-BK,50.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-C-BS-TOGO-BK-00_0740fc5c-0b61-454d-b0f0-c19e2af89a97.jpg?v=1756963005,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-C-BS-TOGO-BK-00_0740fc5c-0b61-454d-b0f0-c19e2af89a97.jpg?v=1756963005,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-C-BS-TOGO-BK-00_0740fc5c-0b61-454d-b0f0-c19e2af89a97.jpg?v=1756963005 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-C-BS-TOGO-BK-00_0740fc5c-0b61-454d-b0f0-c19e2af89a97.jpg?v=1756963005,Bedside Table Drawer | Best Bedside Racking Unit in Australia,Buy a solid & sturdy bedside table drawer by Artiss from our web store. This racking unit has anti-rust coated metal sliders & safe round corners.
artiss-bedside-tables-drawers-side-table-bedroom-furniture-nightstand-black-lamp,Artiss Bedside Tables Drawers Side Table Bedroom Furniture Nightstand Black Lamp,Artiss,,Home Furniture,"Brand_Artiss, Price Range_$1-$100, Type_Bedside Table",PRODUCT DESCRIPTION,15mm thick board for the added durability | Two drawers for extra space | Smooth anti-rust runners for better support | Handle-less design to look better | Easy to clean Bedside Tables Drawers | Assembly is required to set up Bedside Tables Drawers | Material is Particle Board with paper | Thickness is 15mm | Overall dimensions is 40cm x 39.5cm x 50cm | Colour is Black | 1 x Pepe bedside table | 1 x Assembly Manual,Material is Particle Board with paper | Thickness is 15mm | Overall dimensions is 40cm x 39.5cm x 50cm | Colour is Black,Particle Board,Black,40,39.5,50,FURNI-E-PURE-BK,62.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-E-PURE-BK-19530-00.jpg?v=1756963007,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-E-PURE-BK-19530-00.jpg?v=1756963007,Artiss Black Bedside Drawers | Best Bedroom Bedside Table in Australia,Looking for a quality & durable bedroom bedside table? Visit the EasyMart website to explore our extensive bedside table collection & find suitable black bedside drawers. 
artiss-clothes-rack-coat-stand-garment-portable-hanger-airer-organiser-shoe-storage-metal-black,Artiss Clothes Rack Coat Stand Garment Portable Hanger Airer Organiser Shoe Storage Metal Black,Artiss,,Living Room Furniture,"Brand_Artiss, Price Range_$1-$100, Type_Living Room Furniture, Type_Shelves & Racks",PRODUCT DESCRIPTION,Stylish and elegant design | Sturdy coated-metal construction | Anti-corrosion | Rust-resistant | Top hanging rod | 8 hooks | 3-tier shelving | Anti-slip floor protector | Ample hanging space | Brand: Artiss | Material: Metal | Finish: Epoxy | Max weight capacity per rack: 5kg | Max weight capacity per shelf: 10kg | Max weight capacity per hook: 2.5kg | Overall dimensions: 64cm x 30cm x 179cm | Colour: Black | 1 x Artiss Clothes Rack | 1 x Assembly Manual,Brand: Artiss | Material: Metal | Finish: Epoxy | Max weight capacity per rack: 5kg | Max weight capacity per shelf: 10kg | Max weight capacity per hook: 2.5kg | Overall dimensions: 64cm x 30cm x 179cm | Colour: Black,Metal,Black,64,30,179,HANGER-SR6530-STD-BK,53.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/HANGER-SR6530-STD-BK-00.jpg?v=1756963009,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/HANGER-SR6530-STD-BK-00.jpg?v=1756963009,,
artiss-bedside-table-cabinet-shelf-display-drawer-side-nightstand-unit-storage,Artiss Bedside Table Cabinet Shelf Display Drawer Side Nightstand Unit Storage,Artiss,,Home Furniture,"Brand_Artiss, Price Range_$1-$100, Type_Bedside Table",PRODUCT DESCRIPTION,Unique display shelf | Spacious storage space | 12mm E1 particle board | Raised base | Safe rounded corners | Air gap handle | Easy to clean | Stylish and practical | Assembly required | Material: E1 Particle Board | Finish: Paper | Board thickness: 12mm | Overall dimension: 36.5cm x 30cm x 75cm | Colour: White | 1 x Evermore Bedside table with shelf | 1 x Assembly Manual,Material: E1 Particle Board | Finish: Paper | Board thickness: 12mm | Overall dimension: 36.5cm x 30cm x 75cm | Colour: White,Particle Board | Melamine,White,36.5,30,75,FURNI-G-BSIDE-P16-WH,50.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-BSIDE-P16-WH-00.jpg?v=1756963012,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-BSIDE-P16-WH-00.jpg?v=1756963012,Buy Artiss bedside shelf drawer online,Artiss bedside shelf drawer is large enough with a display drawer to accommodate all the necessary items you want to put on display.
artiss-bamboo-hanger-stand-wooden-clothes-rack-display-shelf,Artiss Bamboo Hanger Stand Wooden Clothes Rack Display Shelf,Artiss,,Living Room Furniture,"Price Range_$1-$100, Type_Living Room Furniture, Type_Shelves & Racks",Description,Split and moulid-resistant bamboo | Waterproof NC varnish | 2-Tier shelves | 360 degree rotatable and lockable castors | 4 hanging hooks | Smooth surface | Easy to clean | Easy to assemble | Material: Bamboo | Finish: NC varnish | Max weight capacity for rack: 5kg | Max weight capacity each shelf: 10kg | Overall dimensions: 59.5cmx43cmx165cm | Color: Natural | 1 x Hanger stand | 1 x Assembly manual,Material: Bamboo | Finish: NC varnish | Max weight capacity for rack: 5kg | Max weight capacity each shelf: 10kg | Overall dimensions: 59.5cmx43cmx165cm | Color: Natural | 1 x Hanger stand | 1 x Assembly manual,Wooden | Bamboo,Natural,59.5,43,165,BAM-B-HS05N-NT,66.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BAM-B-HS05N-NT-00.jpg?v=1756963014,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BAM-B-HS05N-NT-00.jpg?v=1756963014,Artiss Bamboo Hanger Stand - Wooden Clothes Rack & Display Shelf,"As a clothes and footwear stockpiling, it furnishes the ideal match with both. Use it as a foyer holder and the stand is similarly at home. ✓ 2-Tier shelves 

"
artiss-shoe-rack-seat-bench-chair-shelf-organisers-bamboo-grey,Artiss Shoe Rack Seat Bench Chair Shelf Organisers Bamboo Grey,Artiss,,Bench,"Brand_Artiss, Price Range_$1-$100, Type_Living Room Furniture, Type_Shoe Rack",PRODUCT DESCRIPTION,"2-in-1 shoe bench rack | Bamboo base | Fabric bench top | Durable and strong | Eco-friendly material | Easy to clean | Easy to assemble | Stores 3 pairs of shoes, depending on shoe sizes: | Up to 3 pairs: Children's shoes | Up to 2 pairs: Ladies' shoes | Up to 1 pairs: Men's shoes | Brand: Artiss | Material: Bamboo | Seat weight capacity: 100kg | Shelf rack weight capacity: 10kg/ tier | Seat dimensions: 49cm x 30cm | Dimensions: 53cm x 30cm x 43cm | Colour: Natural | Assembly required: Yes | Number of packages: 1 | 1 x Artiss Shoe Rack Bench | 1 x Assembly Manual",Brand: Artiss | Material: Bamboo | Seat weight capacity: 100kg | Shelf rack weight capacity: 10kg/ tier | Seat dimensions: 49cm x 30cm | Dimensions: 53cm x 30cm x 43cm | Colour: Natural | Assembly required: Yes | Number of packages: 1,Fabric | Bamboo,Grey | Natural,53,30,43,BAM-B-FS68C-NT,44.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BAM-B-FS68C-NT-00.jpg?v=1756963017,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BAM-B-FS68C-NT-00.jpg?v=1756963017,Buy Artiss Shoe Rack Seat Bench Chair Shelf online in Australia,Organize your shoes with this Artiss Shoe Rack Seat Bench Chair Shelf. This grey bamboo shoe rack can easily withstand regular use through the trial of time.
artiss-tiers-bamboo-shoe-rack-storage-organiser-wooden-shelf-stand-shelves,Artiss Tiers Bamboo Shoe Rack Storage Organiser Wooden Shelf Stand Shelves,Artiss,,Shelves,"Brand_Artiss, Price Range_$1-$100, Type_Living Room Furniture, Type_Shoe Rack",PRODUCT DESCRIPTION,Quality Bamboo made | 3-tier open storage | Clutter-free entrance | Durable and practical | Eco-friendly and non-toxic material | Sturdy construction | Easy to clean | Easy to assemble | Stores up to 15 pairs of shoes: | Up to 15 pairs: Children's shoes | Up to 9 pairs: Ladies' shoes | Up to 6 pairs: Men's shoes | Brand: Artiss | Material: Bamboo | Overall dimension: 68 x 26 x 47cm | Colour: Natural | Assembly required: Yes | Number of packages: 1 | 1 x Artiss Bamboo Shoe Rack | 1 x Assembly Manual,Brand: Artiss | Material: Bamboo | Overall dimension: 68 x 26 x 47cm | Colour: Natural | Assembly required: Yes | Number of packages: 1,Wooden | Bamboo,Natural,68,26,47,BAM-B-SR09-NT,28.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BAM-B-SR09-NT-00.jpg?v=1756963019,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/1_5_1f20bca3-04fd-4684-bdf2-d61fa13589ad.jpg?v=1756963019,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BAM-B-SR09-NT-00.jpg?v=1756963019 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/1_5_1f20bca3-04fd-4684-bdf2-d61fa13589ad.jpg?v=1756963019,,
artiss-bamboo-shoe-rack-wooden-seat-bench-organiser-shelf-stool,Artiss Bamboo Shoe Rack Wooden Seat Bench Organiser Shelf Stool,Artiss,,Shelves,"Brand_Artiss, Price Range_$1-$100, Type_Living Room Furniture, Type_Shoe Rack",PRODUCT DESCRIPTION,Quality Bamboo made | Durable and practical | Eco-friendly and non-toxic material | Centre cross beam | Easy to clean | Easy to assemble | Stores up to 10 pairs of shoes: | Up to 10 pairs: Children's shoes | Up to 6 pairs: Ladies' shoes | Up to 4 pairs: Men's shoes | Brand: Artiss | Material: Bamboo | Seat weight capacity: 100kg | Shoe rack weight capacity: 35kg/ tier | Overall dimension: 70 x 46 x 25.5 cm | Colour: Natural | Assembly required: Yes | Number of packages: 1 | 1 x Artiss Bamboo Bench Shoe Rack | 1 x Assembly Manual,Brand: Artiss | Material: Bamboo | Seat weight capacity: 100kg | Shoe rack weight capacity: 35kg/ tier | Overall dimension: 70 x 46 x 25.5 cm | Colour: Natural | Assembly required: Yes | Number of packages: 1,Wooden | Bamboo,Natural,70,46,25.5,BAM-B-SR14-NT,47.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BAM-B-SR14-NT-00.jpg?v=1756963020,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BAM-B-SR14-NT-00.jpg?v=1756963020,Make Clutter Free Entrance with Artiss Bamboo Shoe Rack,Our Bamboo Bench Shoe Rack is prepared to give you a scope of state-of-the-art pragmatic advantages.  Come and explore wide range of shoe racks according to your need. 
artiss-coffee-side-table-laptop-desk-bedside-sofa-end-tables-wooden-metal-frame,Artiss Coffee Side Table Laptop Desk Bedside Sofa End Tables Wooden Metal Frame,Artiss,Uncategorized,Home Furniture,"Brand_Artiss, Price Range_$1-$100, Type_Bedside Table, Type_Side Tables",PRODUCT DESCRIPTION,Industrial style | Space-saving | Sleek and compact | Sturdy construction | Timber veneer | Anti-rust powder-coated steel | Anti-scratch floor protectors | Easy assembly | Brand: Artiss | Material: Particle board and steel | Top thickness: 15mm | Overall dimensions: 47cm x 27cm x 64cm | Colour: Wood and black | 1 x Artiss Side Table | 1 x Assembly Manual,,Particle Board | Wooden | Veneer | Steel | Metal | Wood,Black,47,27,64,LC-FURNI-COF03-WD,36.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/LC-FURNI-COF03-WD-00.jpg?v=1756963021,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/LC-FURNI-COF03-WD-00.jpg?v=1756963021,,
artiss-bed-frame-double-full-size-gas-lift-base-with-storage-cole,Artiss Bed Frame Double Full Size Gas Lift Base With Storage COLE,Artiss,,Bed,"Brand_Artiss, Color_Black, Color_Grey, Color_White, Price Range_$401-$500, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,"Premium PVC Leather Upholstery | Plush bedhead that is incredible | 16 LED colors with four flashing modes | High-density foam padding for the comfort | Reinforced wooden construction for the durability | Storage function makes it impeccable | Gas lift hinged base for the added support | Smooth finish edges for no chances of hurting | Metal connectors are Heavy-duty | Sturdy legs support for the added durability | Easy assembly with the unit | Material is PVC leather + foam + wood | Slats are Plywood | Fits a standard Double-sized mattress of 190cm x 137cm | Overall dimensions is 202cm x 144cm x 100cm | Weight capacity is 300kg | Colour is Grey, Black, and White | 1 x Artiss Cole LED Gas lift Bed Frame | 1 x Assembly Manual","Material is PVC leather + foam + wood | Slats are Plywood | Fits a standard Double-sized mattress of 190cm x 137cm | Overall dimensions is 202cm x 144cm x 100cm | Weight capacity is 300kg | Colour is Grey, Black, and White",Plywood | Leather | Wooden | Steel | Metal | Wood | Foam,Black | White | Grey,202,144,100,BFRAME-E-COLE-D-WH-ABC,285.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-COLE-D-WH-ABC-19935-00.jpg?v=1756963023,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-COLE-D-WH-ABC-19935-00.jpg?v=1756963023,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-COLE-D-WH-ABC-19935-00.jpg?v=1756963023 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-COLE-D-WH-ABC-19935-00.jpg?v=1756963023,Double Bed Frame with Storage | Bed Outline for Sale,Shop our flawlessly cushioned double bed frame with storage to store bed sheets & blankets. Visit the EasyMart website to buy the best-suited gas lift double bed frame.
artiss-king-size-wooden-upholstered-bed-frame-headboard-grey,Artiss King Size Wooden Upholstered Bed Frame Headboard - Grey,Artiss,,Bed,"Brand_Artiss, Price Range_$401-$500, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,"Premium fabric for breathability | Sturdy steel frame for durability | Steel bar of grey bed headboard guaranteeing Reinforced construction | Metal connectors that are Heavy-duty | Wooden arched slat base for the added support | Support strut is Adjustable center | Tufted headboard, with the high-density Padded foam | Breathable non-woven fabric for no more dampiness | Floor protectors for no more scratch | Frame is Steel | The headboard is Non-woven fabric | Fits standard King sized mattress of 203 x 183cm | Overall dimension is 221 x 196 x 104.5cm | Colour is Grey | 1 x Pier Bed Frame | 1 x Assembly Manual",Frame is Steel | The headboard is Non-woven fabric | Fits standard King sized mattress of 203 x 183cm | Overall dimension is 221 x 196 x 104.5cm | Colour is Grey,Wooden | Fabric | Steel | Metal | Wood | Foam,Grey,221,196,104.5,BFRAME-E-PIER-K-GY-AB,272.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-PIER-K-GY-AB-00.jpg?v=1756963028,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-PIER-K-GY-AB-00.jpg?v=1756963028,Artiss Grey Bed Headboard | Wood Bed Frame with Upholstered Headboard,": Our Artiss grey upholstered bed frame is an elegant addition to your bedroom. It has a durable outline & is flawlessly cushioned. To buy our grey bed headboard, visit our site today."
